Motif	Factor	Evidence	Curated
M09321_2.00	GL22565	Misc	N
M09321_2.00	GG14911	Misc	N
M09321_2.00	GJ12889	Misc	N
M09321_2.00	GM24962	Misc	N
M09321_2.00	GH15984	Misc	N
M09321_2.00	GA20327	Misc	N
M09321_2.00	GD13012	Misc	N
M09321_2.00	GK10827	Misc	N
M09321_2.00	GE20365	Misc	N
M09321_2.00	GI16634	Misc	N
M09322_2.00	GF21986	Misc	N
M09322_2.00	GH20117	Misc	N
M09322_2.00	GI11193	Misc	N
M09322_2.00	GF14318	Misc	N
M09322_2.00	GM14921	Misc	N
M09322_2.00	GL15259	Misc	N
M09322_2.00	GJ16389	Misc	N
M09322_2.00	GH24408	Misc	N
M09322_2.00	GL15129	Misc	N
M09322_2.00	GK10750	Misc	N
M09322_2.00	GK18019	Misc	N
M09322_2.00	GJ18326	Misc	N
M09322_2.00	GK25182	Misc	N
M09322_2.00	GM23404	Misc	N
M09322_2.00	GE12908	Misc	N
M09322_2.00	GE16988	Misc	N
M09322_2.00	GJ13743	Misc	N
M09322_2.00	GD24312	Misc	N
M09322_2.00	GM19185	Misc	N
M09322_2.00	GI20211	Misc	N
M09322_2.00	GF10806	Misc	N
M09322_2.00	GL10487	Misc	N
M09322_2.00	GG25225	Misc	N
M09322_2.00	GE22055	Misc	N
M09322_2.00	GH17194	Misc	N
M09322_2.00	GI13962	Misc	N
M09322_2.00	GH10687	Misc	N
M09322_2.00	GG21291	Misc	N
M09322_2.00	GA17924	Misc	N
M09322_2.00	GE21721	Misc	N
M09322_2.00	GD12327	Misc	N
M09322_2.00	GL25259	Misc	N
M09322_2.00	GK18731	Misc	N
M09322_2.00	GF22191	Misc	N
M09322_2.00	GD26001	Misc	N
M09322_2.00	GG12659	Misc	N
M09322_2.00	GJ20161	Misc	N
M09322_2.00	GI15428	Misc	N
M09322_2.00	GF12134	Misc	N
M09322_2.00	GK25746	Misc	N
M09322_2.00	GA22933	Misc	N
M09322_2.00	GA21254	Misc	N
M09322_2.00	GG12896	Misc	N
M09322_2.00	GJ14872	Misc	N
M09322_2.00	GG15724	Misc	N
M09322_2.00	GA17350	Misc	N
M09322_2.00	GL26651	Misc	N
M09322_2.00	GM18927	Misc	N
M09322_2.00	GA18146	Misc	N
M09323_2.00	GF12134	Misc	N
M09323_2.00	GG21557	Misc	N
M09323_2.00	GJ14872	Misc	N
M09323_2.00	GD26001	Misc	N
M09323_2.00	GI15428	Misc	N
M09323_2.00	GF21986	Misc	N
M09323_2.00	GA17350	Misc	N
M09323_2.00	GF22191	Misc	N
M09323_2.00	GE21721	Misc	N
M09323_2.00	GH17319	Misc	N
M09323_2.00	GL19597	Misc	N
M09323_2.00	GM19185	Misc	N
M09323_2.00	GE26169	Misc	N
M09323_2.00	GG12659	Misc	N
M09323_2.00	GJ20161	Misc	N
M09323_2.00	GJ11090	Misc	N
M09323_2.00	GA22933	Misc	N
M09323_2.00	GA18146	Misc	N
M09323_2.00	GK18019	Misc	N
M09323_2.00	GH20117	Misc	N
M09323_2.00	GI10282	Misc	N
M09323_2.00	GL22274	Misc	N
M09323_2.00	GJ16389	Misc	N
M09323_2.00	GH24408	Misc	N
M09323_2.00	GD18809	Misc	N
M09323_2.00	GM24010	Misc	N
M09323_2.00	GK11542	Misc	N
M09323_2.00	GG12896	Misc	N
M09323_2.00	GL15259	Misc	N
M09323_2.00	GJ17428	Misc	N
M09323_2.00	GF14553	Misc	N
M09323_2.00	GH10850	Misc	N
M09323_2.00	GL15129	Misc	N
M09323_2.00	GD21688	Misc	N
M09323_2.00	GA15026	Misc	N
M09323_2.00	GM18927	Misc	N
M09323_2.00	GI20211	Misc	N
M09323_2.00	GE16988	Misc	N
M09323_2.00	GM23314	Misc	N
M09323_2.00	GI19631	Misc	N
M09323_2.00	GE13549	Misc	N
M09323_2.00	GF17240	Misc	N
M09323_2.00	GK25746	Misc	N
M09323_2.00	GG25225	Misc	N
M09323_2.00	GA11038	Misc	N
M09323_2.00	GG18706	Misc	N
M09323_2.00	GL10487	Misc	N
M09323_2.00	GK25182	Misc	N
M09323_2.00	GK14909	Misc	N
M09324_2.00	GL24671	Misc	N
M09324_2.00	GK11542	Misc	N
M09324_2.00	GJ20887	Misc	N
M09324_2.00	GK18019	Misc	N
M09324_2.00	GL15129	Misc	N
M09324_2.00	GL22274	Misc	N
M09324_2.00	GK10750	Misc	N
M09324_2.00	GL25259	Misc	N
M09324_2.00	GJ13789	Misc	N
M09324_2.00	GM19185	Misc	N
M09324_2.00	GK16819	Misc	N
M09324_2.00	GM22136	Misc	N
M09324_2.00	GL16258	Misc	N
M09324_2.00	GK20573	Misc	N
M09324_2.00	GJ13880	Misc	N
M09324_2.00	GJ13743	Misc	N
M09324_2.00	GK21996	Misc	N
M09324_2.00	GA11038	Misc	N
M09324_2.00	GM14921	Misc	N
M09324_2.00	GL15259	Misc	N
M09324_2.00	GJ20161	Misc	N
M09324_2.00	GK25182	Misc	N
M09324_2.00	GM20545	Misc	N
M09324_2.00	GH16822	Misc	N
M09324_2.00	GM18927	Misc	N
M09324_2.00	GA18146	Misc	N
M09324_2.00	GJ14872	Misc	N
M09324_2.00	GD12114	Misc	N
M09324_2.00	GA22933	Misc	N
M09324_2.00	GA14768	Misc	N
M09324_2.00	EcR	Misc	N
M09324_2.00	GE19737	Misc	N
M09324_2.00	GG18706	Misc	N
M09324_2.00	GF10710	Misc	N
M09324_2.00	GI11915	Misc	N
M09324_2.00	GD26001	Misc	N
M09324_2.00	GG15724	Misc	N
M09324_2.00	GK25746	Misc	N
M09324_2.00	GL10487	Misc	N
M09324_2.00	GG25225	Misc	N
M09324_2.00	GE26169	Misc	N
M09324_2.00	GI10282	Misc	N
M09324_2.00	GD10334	Misc	N
M09324_2.00	GK25684	Misc	N
M09324_2.00	GJ16389	Misc	N
M09324_2.00	GE16988	Misc	N
M09324_2.00	GH20117	Misc	N
M09324_2.00	GA20175	Misc	N
M09324_2.00	GI21285	Misc	N
M09324_2.00	GH20948	Misc	N
M09324_2.00	GM24010	Misc	N
M09324_2.00	GH17319	Misc	N
M09324_2.00	GH24408	Misc	N
M09324_2.00	GH17194	Misc	N
M09324_2.00	GD12358	Misc	N
M09324_2.00	GA17350	Misc	N
M09324_2.00	GE19426	Misc	N
M09324_2.00	GH14972	Misc	N
M09324_2.00	GA24101	Misc	N
M09324_2.00	GD18809	Misc	N
M09324_2.00	GG16168	Misc	N
M09324_2.00	GG13230	Misc	N
M09324_2.00	GF12134	Misc	N
M09324_2.00	GJ11090	Misc	N
M09324_2.00	GD14944	Misc	N
M09324_2.00	GI15428	Misc	N
M09324_2.00	GM22351	Misc	N
M09324_2.00	GF13818	Misc	N
M09324_2.00	GE21721	Misc	N
M09324_2.00	GI13962	Misc	N
M09324_2.00	GF10806	Misc	N
M09324_2.00	GF17240	Misc	N
M09324_2.00	GE22055	Misc	N
M09324_2.00	GL12781	Misc	N
M09324_2.00	GI13134	Misc	N
M09324_2.00	GF22191	Misc	N
M09324_2.00	GA17924	Misc	N
M09324_2.00	GF21986	Misc	N
M09324_2.00	GI20211	Misc	N
M09324_2.00	GD12327	Misc	N
M09324_2.00	GG12659	Misc	N
M09324_2.00	GM16480	Misc	N
M09324_2.00	GG12896	Misc	N
M09324_2.00	GE22327	Misc	N
M09324_2.00	GF24303	Misc	N
M09324_2.00	GG10830	Misc	N
M09325_2.00	GM16480	Misc	N
M09325_2.00	GD26001	Misc	N
M09325_2.00	GI15428	Misc	N
M09325_2.00	GJ17882	Misc	N
M09325_2.00	GK18664	Misc	N
M09325_2.00	GE26169	Misc	N
M09325_2.00	GH20948	Misc	N
M09325_2.00	GM24010	Misc	N
M09325_2.00	GI11915	Misc	N
M09325_2.00	GE21721	Misc	N
M09325_2.00	GA22933	Misc	N
M09325_2.00	GI13962	Misc	N
M09325_2.00	GA17924	Misc	N
M09325_2.00	GH24408	Misc	N
M09325_2.00	GL16258	Misc	N
M09325_2.00	GE22327	Misc	N
M09325_2.00	GA24101	Misc	N
M09325_2.00	GE22055	Misc	N
M09325_2.00	GI13134	Misc	N
M09325_2.00	GM22136	Misc	N
M09325_2.00	GI10282	Misc	N
M09325_2.00	GK18019	Misc	N
M09325_2.00	GA18146	Misc	N
M09325_2.00	EcR	Misc	N
M09325_2.00	GK20573	Misc	N
M09325_2.00	GI12430	Misc	N
M09325_2.00	GK25684	Misc	N
M09325_2.00	GH20117	Misc	N
M09325_2.00	GG13230	Misc	N
M09325_2.00	GG12896	Misc	N
M09325_2.00	GG12659	Misc	N
M09325_2.00	GJ20161	Misc	N
M09325_2.00	GD12327	Misc	N
M09325_2.00	GG10830	Misc	N
M09325_2.00	GF24303	Misc	N
M09325_2.00	GJ13880	Misc	N
M09325_2.00	GF22191	Misc	N
M09325_2.00	GF21986	Misc	N
M09325_2.00	GL25259	Misc	N
M09325_2.00	GK10750	Misc	N
M09325_2.00	GF17240	Misc	N
M09325_2.00	GF10806	Misc	N
M09325_2.00	GF14359	Misc	N
M09325_2.00	GL26219	Misc	N
M09325_2.00	GJ20887	Misc	N
M09325_2.00	GF13818	Misc	N
M09325_2.00	GD14944	Misc	N
M09325_2.00	GF12134	Misc	N
M09325_2.00	GM12759	Misc	N
M09325_2.00	GD18809	Misc	N
M09325_2.00	GL22274	Misc	N
M09325_2.00	GK11542	Misc	N
M09325_2.00	GG16168	Misc	N
M09325_2.00	GA20175	Misc	N
M09325_2.00	GJ13789	Misc	N
M09325_2.00	GM19185	Misc	N
M09325_2.00	GK16819	Misc	N
M09325_2.00	GH17319	Misc	N
M09325_2.00	GH17194	Misc	N
M09325_2.00	GH16822	Misc	N
M09325_2.00	GH14972	Misc	N
M09325_2.00	GA21689	Misc	N
M09325_2.00	GD10334	Misc	N
M09325_2.00	GH13232	Misc	N
M09325_2.00	GD22387	Misc	N
M09325_2.00	GL24671	Misc	N
M09325_2.00	GG25225	Misc	N
M09325_2.00	GM18927	Misc	N
M09325_2.00	GJ14872	Misc	N
M09325_2.00	GD12114	Misc	N
M09325_2.00	GA11038	Misc	N
M09325_2.00	GG24056	Misc	N
M09325_2.00	GG18706	Misc	N
M09325_2.00	GF10710	Misc	N
M09325_2.00	GG15724	Misc	N
M09325_2.00	GA17350	Misc	N
M09325_2.00	GJ16389	Misc	N
M09325_2.00	GM22351	Misc	N
M09325_2.00	GL10487	Misc	N
M09325_2.00	GE19426	Misc	N
M09325_2.00	GE10817	Misc	N
M09325_2.00	GE16988	Misc	N
M09325_2.00	GI20211	Misc	N
M09325_2.00	GL15259	Misc	N
M09325_2.00	GK25182	Misc	N
M09325_2.00	GA14768	Misc	N
M09325_2.00	GI21285	Misc	N
M09325_2.00	GM14921	Misc	N
M09325_2.00	GE19737	Misc	N
M09325_2.00	GK25746	Misc	N
M09325_2.00	GD12358	Misc	N
M09325_2.00	GK21996	Misc	N
M09325_2.00	GJ13743	Misc	N
M09325_2.00	GJ11090	Misc	N
M09325_2.00	GL15129	Misc	N
M09325_2.00	GL12781	Misc	N
M09327_2.00	GA24101	Misc	N
M09327_2.00	GF24303	Misc	N
M09327_2.00	GD18809	Misc	N
M09327_2.00	GI10282	Misc	N
M09327_2.00	GL10487	Misc	N
M09327_2.00	GG13230	Misc	N
M09327_2.00	GJ13743	Misc	N
M09327_2.00	GG10830	Misc	N
M09327_2.00	GI11915	Misc	N
M09327_2.00	GD12327	Misc	N
M09327_2.00	GM14921	Misc	N
M09327_2.00	GK18019	Misc	N
M09327_2.00	GG12896	Misc	N
M09327_2.00	GA18146	Misc	N
M09327_2.00	GK11542	Misc	N
M09327_2.00	GE19737	Misc	N
M09327_2.00	GE19426	Misc	N
M09327_2.00	GG12659	Misc	N
M09327_2.00	GA22933	Misc	N
M09327_2.00	GJ20161	Misc	N
M09327_2.00	EcR	Misc	N
M09327_2.00	GH16822	Misc	N
M09327_2.00	GA17350	Misc	N
M09327_2.00	GF10710	Misc	N
M09327_2.00	GH24408	Misc	N
M09327_2.00	GH14972	Misc	N
M09327_2.00	GH17194	Misc	N
M09327_2.00	GL15129	Misc	N
M09327_2.00	GD10334	Misc	N
M09327_2.00	GH17319	Misc	N
M09327_2.00	GD12358	Misc	N
M09327_2.00	GK16819	Misc	N
M09327_2.00	GG25225	Misc	N
M09327_2.00	GL24671	Misc	N
M09327_2.00	GM18927	Misc	N
M09327_2.00	GM19185	Misc	N
M09327_2.00	GJ14872	Misc	N
M09327_2.00	GJ13789	Misc	N
M09327_2.00	GI21285	Misc	N
M09327_2.00	GK25746	Misc	N
M09327_2.00	GA20175	Misc	N
M09327_2.00	GH20117	Misc	N
M09327_2.00	GD12114	Misc	N
M09327_2.00	GL22274	Misc	N
M09327_2.00	GA11038	Misc	N
M09327_2.00	GI20211	Misc	N
M09327_2.00	GJ16389	Misc	N
M09327_2.00	GE16988	Misc	N
M09327_2.00	GH20948	Misc	N
M09327_2.00	GD26001	Misc	N
M09327_2.00	GG18706	Misc	N
M09327_2.00	GE26169	Misc	N
M09327_2.00	GM24010	Misc	N
M09327_2.00	GG16168	Misc	N
M09327_2.00	GG15724	Misc	N
M09327_2.00	GA14768	Misc	N
M09327_2.00	GF22191	Misc	N
M09327_2.00	GK25182	Misc	N
M09327_2.00	GF10806	Misc	N
M09327_2.00	GL25259	Misc	N
M09327_2.00	GI13134	Misc	N
M09327_2.00	GK21996	Misc	N
M09327_2.00	GE21721	Misc	N
M09327_2.00	GL15259	Misc	N
M09327_2.00	GK10750	Misc	N
M09327_2.00	GL12781	Misc	N
M09327_2.00	GA17924	Misc	N
M09327_2.00	GL16258	Misc	N
M09327_2.00	GD14944	Misc	N
M09327_2.00	GF17240	Misc	N
M09327_2.00	GE22327	Misc	N
M09327_2.00	GK20573	Misc	N
M09327_2.00	GM22351	Misc	N
M09327_2.00	GJ20887	Misc	N
M09327_2.00	GI13962	Misc	N
M09327_2.00	GF13818	Misc	N
M09327_2.00	GF12134	Misc	N
M09327_2.00	GI15428	Misc	N
M09327_2.00	GJ13880	Misc	N
M09327_2.00	GJ11090	Misc	N
M09327_2.00	GE22055	Misc	N
M09327_2.00	GM22136	Misc	N
M09327_2.00	GM20545	Misc	N
M09327_2.00	GM16480	Misc	N
M09327_2.00	GK25684	Misc	N
M09327_2.00	GF21986	Misc	N
M09328_2.00	GF13031	Misc	N
M09328_2.00	GJ14974	Misc	N
M09328_2.00	GE13645	Misc	N
M09328_2.00	GL17752	Misc	N
M09328_2.00	GH20426	Misc	N
M09328_2.00	GD11109	Misc	N
M09328_2.00	GI19610	Misc	N
M09328_2.00	GK20892	Misc	N
M09329_2.00	GD26001	Misc	N
M09329_2.00	GD14944	Misc	N
M09329_2.00	GI20211	Misc	N
M09329_2.00	GI13962	Misc	N
M09329_2.00	GJ16389	Misc	N
M09329_2.00	GM22351	Misc	N
M09329_2.00	GA11038	Misc	N
M09329_2.00	GL22274	Misc	N
M09329_2.00	GK11542	Misc	N
M09329_2.00	GE22055	Misc	N
M09329_2.00	GF10710	Misc	N
M09329_2.00	GD12114	Misc	N
M09329_2.00	GF22191	Misc	N
M09329_2.00	GA14768	Misc	N
M09329_2.00	GH16822	Misc	N
M09329_2.00	GA17350	Misc	N
M09329_2.00	GH14972	Misc	N
M09329_2.00	GL15129	Misc	N
M09329_2.00	GH17194	Misc	N
M09329_2.00	GK25684	Misc	N
M09329_2.00	GI15428	Misc	N
M09329_2.00	GH17319	Misc	N
M09329_2.00	GG25225	Misc	N
M09329_2.00	GF12134	Misc	N
M09329_2.00	GK16819	Misc	N
M09329_2.00	GD12358	Misc	N
M09329_2.00	GL24671	Misc	N
M09329_2.00	GJ13789	Misc	N
M09329_2.00	GM19185	Misc	N
M09329_2.00	GE21721	Misc	N
M09329_2.00	GM18927	Misc	N
M09329_2.00	GJ14872	Misc	N
M09329_2.00	GG16168	Misc	N
M09329_2.00	GA20175	Misc	N
M09329_2.00	GK20573	Misc	N
M09329_2.00	GH20117	Misc	N
M09329_2.00	GM24010	Misc	N
M09329_2.00	GG18706	Misc	N
M09329_2.00	GE16988	Misc	N
M09329_2.00	GA17924	Misc	N
M09329_2.00	GI10282	Misc	N
M09329_2.00	GL10487	Misc	N
M09329_2.00	GG13230	Misc	N
M09329_2.00	GF17240	Misc	N
M09329_2.00	GJ11090	Misc	N
M09329_2.00	GE22327	Misc	N
M09329_2.00	GK18019	Misc	N
M09329_2.00	GG12896	Misc	N
M09329_2.00	GK25182	Misc	N
M09329_2.00	GL12781	Misc	N
M09329_2.00	GM14921	Misc	N
M09329_2.00	GG12659	Misc	N
M09329_2.00	GK10750	Misc	N
M09329_2.00	GL25259	Misc	N
M09329_2.00	GJ20161	Misc	N
M09329_2.00	GJ13743	Misc	N
M09329_2.00	GE19737	Misc	N
M09329_2.00	GD12327	Misc	N
M09329_2.00	GF21986	Misc	N
M09329_2.00	GI11915	Misc	N
M09329_2.00	GM22136	Misc	N
M09329_2.00	GF24303	Misc	N
M09329_2.00	GE26169	Misc	N
M09329_2.00	GA22933	Misc	N
M09329_2.00	GD18809	Misc	N
M09329_2.00	GA18146	Misc	N
M09329_2.00	GG15724	Misc	N
M09329_2.00	GI13134	Misc	N
M09329_2.00	GK25746	Misc	N
M09329_2.00	GF10806	Misc	N
M09329_2.00	GH24408	Misc	N
M09329_2.00	GL15259	Misc	N
M09329_2.00	GJ13880	Misc	N
M09330_2.00	GD12327	Misc	N
M09330_2.00	GH10850	Misc	N
M09330_2.00	GD22387	Misc	N
M09330_2.00	GG15724	Misc	N
M09330_2.00	GK10750	Misc	N
M09330_2.00	GG18706	Misc	N
M09330_2.00	GJ13743	Misc	N
M09330_2.00	GF12134	Misc	N
M09330_2.00	GG25225	Misc	N
M09330_2.00	GK25746	Misc	N
M09330_2.00	GL26219	Misc	N
M09330_2.00	GK25684	Misc	N
M09330_2.00	GF21986	Misc	N
M09330_2.00	GM12759	Misc	N
M09330_2.00	GK10827	Misc	N
M09330_2.00	GA21689	Misc	N
M09330_2.00	GF24702	Misc	N
M09330_2.00	GF24303	Misc	N
M09330_2.00	GL15129	Misc	N
M09330_2.00	GF10710	Misc	N
M09330_2.00	GG16168	Misc	N
M09330_2.00	GL10487	Misc	N
M09330_2.00	GF22191	Misc	N
M09330_2.00	GH13232	Misc	N
M09330_2.00	GD14944	Misc	N
M09330_2.00	GL24671	Misc	N
M09330_2.00	GL25259	Misc	N
M09330_2.00	GD18809	Misc	N
M09330_2.00	GM22351	Misc	N
M09330_2.00	GG14911	Misc	N
M09330_2.00	GL12781	Misc	N
M09330_2.00	GG13230	Misc	N
M09330_2.00	GD12114	Misc	N
M09330_2.00	GG24056	Misc	N
M09330_2.00	GE10817	Misc	N
M09330_2.00	GG12896	Misc	N
M09330_2.00	GA11038	Misc	N
M09330_2.00	GG21557	Misc	N
M09330_2.00	GF17240	Misc	N
M09330_2.00	GF10806	Misc	N
M09330_2.00	GK11542	Misc	N
M09330_2.00	GJ13880	Misc	N
M09330_2.00	GJ14872	Misc	N
M09330_2.00	GF14553	Misc	N
M09330_2.00	GJ20161	Misc	N
M09330_2.00	GA14768	Misc	N
M09330_2.00	GM18927	Misc	N
M09330_2.00	GK25182	Misc	N
M09330_2.00	GG12659	Misc	N
M09330_2.00	GA15026	Misc	N
M09330_2.00	GD12358	Misc	N
M09330_2.00	GD21688	Misc	N
M09330_2.00	GK14909	Misc	N
M09330_2.00	GF14359	Misc	N
M09330_2.00	GH15984	Misc	N
M09330_2.00	GH14972	Misc	N
M09330_2.00	GE22327	Misc	N
M09330_2.00	GJ11090	Misc	N
M09330_2.00	GI12430	Misc	N
M09330_2.00	GJ13789	Misc	N
M09330_2.00	GL19597	Misc	N
M09330_2.00	GM22136	Misc	N
M09330_2.00	GE19737	Misc	N
M09330_2.00	GE26169	Misc	N
M09330_2.00	GI11915	Misc	N
M09330_2.00	GA20175	Misc	N
M09330_2.00	GK18664	Misc	N
M09330_2.00	GI16634	Misc	N
M09330_2.00	GL22274	Misc	N
M09330_2.00	GA17924	Misc	N
M09330_2.00	GA22933	Misc	N
M09330_2.00	GH20117	Misc	N
M09330_2.00	GA18146	Misc	N
M09330_2.00	GI20211	Misc	N
M09330_2.00	GJ16389	Misc	N
M09330_2.00	GI10282	Misc	N
M09330_2.00	GM14921	Misc	N
M09330_2.00	GH24408	Misc	N
M09330_2.00	GJ17882	Misc	N
M09330_2.00	GE16988	Misc	N
M09330_2.00	GM24010	Misc	N
M09330_2.00	GI19631	Misc	N
M09330_2.00	GJ17428	Misc	N
M09330_2.00	GK18019	Misc	N
M09330_2.00	GK16819	Misc	N
M09330_2.00	GM19185	Misc	N
M09330_2.00	GD26001	Misc	N
M09330_2.00	GE21721	Misc	N
M09330_2.00	GL15259	Misc	N
M09330_2.00	GE20365	Misc	N
M09330_2.00	GM23314	Misc	N
M09330_2.00	GK20573	Misc	N
M09330_2.00	GJ12889	Misc	N
M09330_2.00	GH17319	Misc	N
M09330_2.00	GM24962	Misc	N
M09330_2.00	GE13549	Misc	N
M09330_2.00	GA20327	Misc	N
M09330_2.00	GL22565	Misc	N
M09330_2.00	GH17194	Misc	N
M09330_2.00	GI15428	Misc	N
M09330_2.00	GI13134	Misc	N
M09330_2.00	GA17350	Misc	N
M09330_2.00	GH16822	Misc	N
M09330_2.00	GI13962	Misc	N
M09330_2.00	GE22055	Misc	N
M09332_2.00	GH24408	Misc	N
M09332_2.00	GF10710	Misc	N
M09332_2.00	GG13230	Misc	N
M09332_2.00	GM24010	Misc	N
M09332_2.00	GI10282	Misc	N
M09332_2.00	GA17350	Misc	N
M09332_2.00	GJ20161	Misc	N
M09332_2.00	GE16988	Misc	N
M09332_2.00	GA24101	Misc	N
M09332_2.00	GI15428	Misc	N
M09332_2.00	GD18809	Misc	N
M09332_2.00	GL12781	Misc	N
M09332_2.00	GK18019	Misc	N
M09332_2.00	GF17240	Misc	N
M09332_2.00	GL16258	Misc	N
M09332_2.00	GE22327	Misc	N
M09332_2.00	GJ11090	Misc	N
M09332_2.00	GF13818	Misc	N
M09332_2.00	GM22136	Misc	N
M09332_2.00	GF21986	Misc	N
M09332_2.00	GK25746	Misc	N
M09332_2.00	GJ20887	Misc	N
M09332_2.00	GM16480	Misc	N
M09332_2.00	GL10487	Misc	N
M09332_2.00	GE21721	Misc	N
M09332_2.00	GK21996	Misc	N
M09332_2.00	GE26169	Misc	N
M09332_2.00	GI11915	Misc	N
M09332_2.00	GG10830	Misc	N
M09332_2.00	EcR	Misc	N
M09332_2.00	GE19426	Misc	N
M09332_2.00	GG12659	Misc	N
M09332_2.00	GF12134	Misc	N
M09332_2.00	GK25684	Misc	N
M09332_2.00	GA18146	Misc	N
M09332_2.00	GA20175	Misc	N
M09332_2.00	GL22274	Misc	N
M09332_2.00	GI20211	Misc	N
M09332_2.00	GH20117	Misc	N
M09332_2.00	GM18927	Misc	N
M09332_2.00	GD26001	Misc	N
M09332_2.00	GI21285	Misc	N
M09332_2.00	GD12114	Misc	N
M09332_2.00	GJ16389	Misc	N
M09332_2.00	GG25225	Misc	N
M09332_2.00	GK11542	Misc	N
M09332_2.00	GH20948	Misc	N
M09332_2.00	GJ13789	Misc	N
M09332_2.00	GA11038	Misc	N
M09332_2.00	GG18706	Misc	N
M09332_2.00	GL15129	Misc	N
M09332_2.00	GD10334	Misc	N
M09332_2.00	GH16822	Misc	N
M09332_2.00	GH17319	Misc	N
M09333_2.00	GJ20161	Misc	N
M09333_2.00	GF24303	Misc	N
M09333_2.00	GL22274	Misc	N
M09333_2.00	GH14972	Misc	N
M09333_2.00	GM18927	Misc	N
M09333_2.00	GA11038	Misc	N
M09333_2.00	GJ14872	Misc	N
M09333_2.00	GF22191	Misc	N
M09333_2.00	GE19737	Misc	N
M09333_2.00	GA17350	Misc	N
M09333_2.00	GL10487	Misc	N
M09333_2.00	GA14768	Misc	N
M09333_2.00	GE26169	Misc	N
M09333_2.00	GK20573	Misc	N
M09333_2.00	GF21986	Misc	N
M09333_2.00	GE21721	Misc	N
M09333_2.00	GH17319	Misc	N
M09333_2.00	GM22351	Misc	N
M09333_2.00	GG25225	Misc	N
M09333_2.00	GD14944	Misc	N
M09333_2.00	GJ13880	Misc	N
M09333_2.00	GI13134	Misc	N
M09333_2.00	GL15259	Misc	N
M09333_2.00	GK16819	Misc	N
M09333_2.00	GF17240	Misc	N
M09333_2.00	GK25182	Misc	N
M09333_2.00	GL24671	Misc	N
M09333_2.00	GJ11090	Misc	N
M09333_2.00	GF12134	Misc	N
M09333_2.00	GM19185	Misc	N
M09333_2.00	GI15428	Misc	N
M09333_2.00	GD12358	Misc	N
M09333_2.00	GD26001	Misc	N
M09333_2.00	GH20117	Misc	N
M09333_2.00	GK11542	Misc	N
M09333_2.00	GH24408	Misc	N
M09333_2.00	GG16168	Misc	N
M09333_2.00	GI10282	Misc	N
M09333_2.00	GA18146	Misc	N
M09333_2.00	GL15129	Misc	N
M09333_2.00	GD18809	Misc	N
M09333_2.00	GG12896	Misc	N
M09333_2.00	GG18706	Misc	N
M09333_2.00	GI20211	Misc	N
M09333_2.00	GE16988	Misc	N
M09333_2.00	GM24010	Misc	N
M09333_2.00	GK18019	Misc	N
M09333_2.00	GG12659	Misc	N
M09333_2.00	GJ16389	Misc	N
M09333_2.00	GA22933	Misc	N
M09333_2.00	GK25746	Misc	N
M09334_2.00	GI13134	Misc	N
M09334_2.00	GI13962	Misc	N
M09334_2.00	GM22351	Misc	N
M09334_2.00	GG25225	Misc	N
M09334_2.00	GG18706	Misc	N
M09334_2.00	GK21996	Misc	N
M09334_2.00	GI15428	Misc	N
M09334_2.00	GL15259	Misc	N
M09334_2.00	GJ16389	Misc	N
M09334_2.00	GE16988	Misc	N
M09334_2.00	GF10806	Misc	N
M09334_2.00	GG15724	Misc	N
M09334_2.00	GD14944	Misc	N
M09334_2.00	GL26219	Misc	N
M09334_2.00	GJ17882	Misc	N
M09334_2.00	GJ13880	Misc	N
M09334_2.00	GE22055	Misc	N
M09334_2.00	GF13818	Misc	N
M09334_2.00	GI20211	Misc	N
M09334_2.00	GJ20887	Misc	N
M09334_2.00	GH14972	Misc	N
M09334_2.00	GD26001	Misc	N
M09334_2.00	GK25746	Misc	N
M09334_2.00	GJ20161	Misc	N
M09334_2.00	GM12759	Misc	N
M09334_2.00	GG16168	Misc	N
M09334_2.00	GA17350	Misc	N
M09334_2.00	GH16822	Misc	N
M09334_2.00	GH20948	Misc	N
M09334_2.00	GA21689	Misc	N
M09334_2.00	GM24010	Misc	N
M09334_2.00	GH17194	Misc	N
M09334_2.00	GF12134	Misc	N
M09334_2.00	GK20573	Misc	N
M09334_2.00	GD10334	Misc	N
M09334_2.00	GK25684	Misc	N
M09334_2.00	GF10710	Misc	N
M09334_2.00	GH13232	Misc	N
M09334_2.00	GD22387	Misc	N
M09334_2.00	GE21721	Misc	N
M09334_2.00	GK11542	Misc	N
M09334_2.00	GH17319	Misc	N
M09334_2.00	GL12781	Misc	N
M09334_2.00	GJ13789	Misc	N
M09334_2.00	GI21285	Misc	N
M09334_2.00	GM16480	Misc	N
M09334_2.00	GI10282	Misc	N
M09334_2.00	GF22191	Misc	N
M09334_2.00	GA18146	Misc	N
M09334_2.00	GA11038	Misc	N
M09334_2.00	GG12896	Misc	N
M09334_2.00	GF24303	Misc	N
M09334_2.00	GE26169	Misc	N
M09334_2.00	GI11915	Misc	N
M09334_2.00	GM18927	Misc	N
M09334_2.00	GG13230	Misc	N
M09334_2.00	GL22274	Misc	N
M09334_2.00	GD12327	Misc	N
M09334_2.00	GK18664	Misc	N
M09334_2.00	GA22933	Misc	N
M09334_2.00	GG12659	Misc	N
M09334_2.00	EcR	Misc	N
M09334_2.00	GE19426	Misc	N
M09334_2.00	GJ14872	Misc	N
M09334_2.00	GJ13743	Misc	N
